,id,document,labels
29,29,"북한 사람들은 자유를 얻기 위해 엄청난 거리를 이동해야 합니다. 남한과 북한 사이의 국경을 건넌다는 것은 거의 불가능한 일이기 때문에, 우습게도, 저는 중국으로 다시 돌아가서 중국과 북한 사이의 국경으로 향했습니다. 저희 가족들은 중국어를 할 수 없었기 때문에, 제가 어떻게 해서든지 중국과 동남아시아까지의 3천2백km 이상의 거리를 그들을 안내해야 했습니다. 저희는 버스를 타고 일주일동안 이동해야 했는데 그 과정 중 거의 잡힐 뻔 한 적도 몇번 있었습니다.","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
30,30,"한 번은, 버스가 정지당하고 중국인 경찰이 버스에 올라탔습니다. 그는 모든 사람들의 신분 증명서를 검사했고, 사람들에게 질문을 하기 시작했습니다. 저희 가족은 중국어를 하지 못했기 때문에, 저는 가족들이 체포될 것이라고 생각했습니다. 그 중국 경찰관이 제 가족에게 다가오자, 저는 충동적으로 일어서서, 그에게 이 사람들은 귀가 들리지 않고 말도 할 수 없는 사람들이라서 제가 이 사람들을 보살피고 있다고 말했습니다. 그는 저를 의심스럽게 쳐다보았지만, 다행히도 그는 저를 믿어주었습니다.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0]"
31,31,"저희는 겨우 라오스의 국경까지 다다랐지만, 국경 수비대들에게 주는 뇌물로 가지고 있던 거의 모든 돈을 다 써야만 했습니다. 하지만 국경을 지나고 나서도 저희 가족은 불법적으로 국경을 횡단한 혐의로 체포되어 감금되었습니다. 저희 가족은 제가 벌금을 내고 뇌물을 주고 나서야 한 달 만에 겨우 풀려날 수 있었습니다. 하지만 얼마 지나지 않아, 제 가족들은 라오스의 수도에서 또다시 체포되어 감금당하게 됩니다.","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
32,32,"제 인생에서 가장 힘들었던 순간 중 하나입니다. 저는 저희 가족에게 자유를 가져다 주기 위해 할 수 있는 모든 것을 다했고, 이제 거의 그 자유에 다다랐지만 제 가족들이 다시 감옥에 들어가게 된 것입니다. 한국 대사관으로부터 얼마 안되는 아주 짧은 거리에서 말이죠. 저는 제 가족들을 빼내기 위해 이민국과 경찰서 사이를 절박한 심정으로 오가야 했습니다. 하지만 저는 더이상 벌금을 내거나 뇌물로 쓸 충분한 돈이 없었습니다. 저는 모든 희망을 잃었습니다.","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
33,33,"그 때, 저는 ""무슨 일이에요?'""라고 묻는 한 남자의 목소리가 들렸습니다.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
34,34,"저는 생전 처음보는 사람이 이런 것을 물어볼 정도로 신경을 쓰는 것에 대해 매우 놀랐습니다. 짧은 영어와 사전을 이용해서 저는 상황을 설명했고, 그 남자는 한치의 망설임도 없이 현금인출기로 향했습니다. 그는 저희 가족을 위해 필요한 나머지 돈과 두 명의 다른 북한 남자를 감옥에서 풀려나게 해 주었습니다.","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]"
35,35,"저는 진심으로 그에게 감사를 표했고, ""왜 저를 도와주시나요?"" 하고 물었습니다.","[0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
36,36,"""난 당신을 돕고 있는게 아니에요."" 라고 그가 말했습니다. ""난 그저 북한 사람들을 돕고 있는 것뿐이에요""","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
37,37,저는 이 순간이 제 인생에서 매우 상징적인 순간임을 알아차렸습니다. 그 친절한 이방인은 저와 다른 북한 사람들이 가장 필요로 하던 순간에 새로운 희망을 심어주었습니다. 그 분은 이방인에게 친절을 베풀었고 국제 사회의 지원은 우리 북한 사람들이 필요로 하는 진정한 희망의 빛이었습니다.,"[0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0]"
38,38,"결국, 기나긴 여정 끝에 저희 가족들과 저는 남한에서 다시 만날 수 있었습니다. 하지만, 자유를 얻은 것은 투쟁의 절반에 불과합니다. 많은 북한 사람들이 가족들과 떨어져서 살고 있고, 그 사람들이 새로운 나라에 도착했을 때는 아예 없거나 있다해도 아주 적은 돈을 가지고 시작합니다. 우리는 교육이나, 영어 학습, 직업 교육 등등에 있어서 국제 사회의 도움을 받을 수 있습니다. 또한 우리는 북한 내에 살고 있는 사람들과 외부 세계에 살고있는 사람들 사이에 교량 역할을 할 수도 있습니다. 우리 중에서도 많은 사람들은 여전히 북한 내에 있는 가족들과 연락을 하며 살고 있기 때문입니다. 그리고 북한의 내부로부터의 변화에 도움이 되도록 정보나 돈을 보내고 있습니다.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
39,39,"저는 굉장히 운이 좋았고, 많은 도움과 삶의 영감을 많이 받았습니다. 그래서 저는 고군분투하고 있는 북한 사람들에게 국제적인 지원과 함께 도움을 주고자 합니다. 저는 여러분들이 세계 곳곳에서 성공을 이룩하는 북한 사람믈을 점점 더 많이 보게 될 것이라고 자신합니다. TED 무대를 포함해서 말이죠.","[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0]"
40,40,"한 10년쯤 전, 스웨덴의 학부 학생들에게 국제 개발을 가르치는 임무를 수행한 적이 있었습니다. 아프리카에서 기아를 연구하는 아프리카 기관들과 약 20년을 함께 보낸 후였습니다. 그래서 제가 세계에 대해 좀 알고 있을 것이라는 기대를 받고 있었지요. 저는 카로린스카 의학연구소 의대에서 국제 보건이라는 학부 과목을 가르치기 시작했습니다. 하지만 그 기회를 얻게 되자, 좀 불안해졌습니다. 제 강의를 들으러 오는 이 학생들이 스웨덴 대학 제도에서 받을 수 있는 최고 학점을 받는 학생들이라고 생각했고, 제가 가르치려고 하는 모든 것을 알고 있을 것 같았습니다. 그래서 학생들이 오자 사전 시험을 보았지요. 제가 많은 것을 배웠던 문제들 중 하나는 이것이었습니다. 다음 다섯 쌍 중 어린이 사망률이 가장 높은 나라는?","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]"
41,41,"그리고 저는 다섯 쌍의 나라들을 짜맞춰서, 각 쌍의 나라마다 한 쪽 나라가 다른 쪽 나라의 어린이 사망률의 두 배가 되도록 했습니다. 데이터의 불확실성보다 차이가 훨씬 더 크도록 말입니다. 여러분에게 이 시험을 드리지는 않겠습니다. 그 중 어린이 사망률이 가장 높은 나라는 터키입니다. 그리고 스웨덴 학생들의 결과는 폴란드, 러시아, 파키스탄, 남아프리카였습니다. 그렇게 해서 아주 가까스로 얻어진 자신감 차이였지만 그래도 이렇게 저는 자신감 차이를 얻어냈고 당연히 저는 행복했죠. 정답은 가능한 다섯 개 중 1.8개였습니다. 이 말은 국제 보건 교수를 위한 자리가 있다는 뜻이었습니다. (웃음)그리고 제 강의를 위해서도요.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
42,42,"하지만 어느날 밤 늦게, 보고서를 종합하고 있었을 때 저는 정말로 중대한 사실을 깨달았습니다. 스웨덴의 최우수 학생들이 통계적으로 볼 때 침팬지에 비해 세계에 대해 아는 것이 훨씬 적다는 것이었습니다. (웃음) 왜냐하면, 제가 스리랑카, 터키와 함께 바나나 두 개를 침팬지에게 준다면, 침팬지는 반은 맞출 것이기 때문입니다.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
43,43,하지만 학생들은 그렇지 않았지요. 제게 있어서 문제는 무지가 아니었습니다. 그것은 편견이었습니다.,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
44,44,"저는 카로린스카 의학연구소 교수들에 대해서도 비윤리적인 연구를 했지요. (웃음) 노벨의학상을 수여하는 분들인데, 그 분들도 그 침팬지들과 똑같은 수준이 되었지요. (웃음). 이 대목에서 저는 정말 커뮤니케이션이 필요하다는 것을 깨달았습니다. 세계에서 일어나고 있는 일의 데이터와 각 나라의 어린이 건강은 아주 잘 알려져 있습니다.","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
45,45,"우리는 이 소프트웨어로 이런 식의 표시를 했습니다. 여기의 방울 하나 하나가 나라입니다. 여기 이 나라는 중국입니다. 이건 인도입니다. 이 방울의 크기는 인구입니다. 여기 이 축에는 출산율을 표시합니다. 제 학생들이 세계를 바라보고 있을 때, 제가 이렇게 물었습니다. ""얘들아, 세계에 대해 어떻게 여기니?"" 글쎄요. 제가 처음 알게 된 건 교과서가 틴틴이라는 것이었죠. (웃음) 학생들은 이렇게 대답하더라구요. ""세계는 아직도 '우리'와 '그들'이죠. 우리는 서방 세계이고 그들은 제 3진국가들이지요."" 전 ""서방 세계는 무슨 뜻이지?""라고 물었습니다. ""글쎄 뭐. 수명이 길고 가족수는 적은 거요. 제3진국가들은 수명이 짧고 가족수가 많은거구요.""","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
46,46,"그래서 여기에 이것을 표시하게 되었습니다. 출산율이요. 여성당 자녀수, 하나, 둘, 셋, 넷, 여성당 최고 약 여덟명의 자녀까지 있습니다. 우리는 1962년 이래, 1960년경부터, 모든 나라의 가족 크기에 대한 아주 훌륭한 데이터를 보유하고 있습니다. 오차 한계는 좁습니다. 여기에는 출생시 기대 수명을 표시합니다. 어떤 나라들은 30세이고, 최고 약 70세까지 있습니다. 그리고 1962년, 여기에도 일단의 나라들이 있었습니다.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
47,47,"산업화된 나라들이었고, 가족수가 적고 수명이 길었지요. 이 나라들은 개발도상국들이었습니다. 가족수는 많고 상대적으로 수명이 짧았습니다. 1962년 이래로 어떤 일이 일어났을까요? 어떤 변화가 있었는지 궁금하시죠? 학생들이 맞을까요? 여전히 두 종류의 나라들이었을까요? 아니면 이 개발도상국들은 가족수가 적어지고 여기에 살고 있을까요? 아니면 수명이 더 길어지고 저 위에 살고 있을까요?","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
48,48,"자, 봅시다. 거기서 세계를 멈췄습니다. 이것은 모두 이용 가능한 유엔 통계입니다. 여기 있습니다. 거기서 보이시나요? 저기가 중국입니다. 건강이 좋아지고, 향상되고 있군요. 초록색 라틴 아메리카 국가들은 모두 가족수가 더 적어지고 있습니다. 여기 노란색들은 아랍 국가들입니다. 가족수는 점점 더 늘어나지만, 아니, 수명이 길어지지만, 가족수는 늘지 않는군요. 아프리카 사람들은 이 아래 초록색입니다. 아직도 여기에 있네요.","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
49,49,"이것은 인도입니다. 인도네시아는 꽤 빨리 움직이고 있네요. (웃음) 여기 1980년대에는, 방글라데시가 여전히 저기 아프리카 국가들 사이에 있습니다. 하지만 이제, 방글라데시에는 1980년대에 기적이 일어납니다. 이맘이 가족 계획을 권장하기 시작합니다. 방글라데시는 저 구석으로 올라갑니다. 1990년대에는 끔찍한 HIV가 유행합니다. 그래서 아프리카 국가들의 기대 수명이 줄어듭니다. 나머지 모든 국가들이 저 구석으로 올라갑니다. 수명은 길고 가족수는 적은 곳이지요. 이제 완전히 새로운 세계네요. (박수)","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0]"
50,50,"미국과 베트남을 직접 비교해 보겠습니다. 1964년: 미국의 가족수는 적고 수명은 깁니다. 베트남은 가족수가 많고 수명이 짧습니다. 그리고 이런 일이 생깁니다. 전쟁 중의 데이터는 그 모든 죽음에도 불구하고 기대 수명이 향상되었음을 보여줍니다. 연말까지는, 베트남에서 가족 계획이 시작되고, 가족수가 더 적어졌습니다.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
51,51,"저 위 미국에서는 수명이 더 길어지고 있고, 가족 수는 그대로 유지되네요. 이제 1980년대에, 공산주의 계획을 포기하고, 시장 경제로 이행합니다. 사회 생활보다 더 빨리 움직입니다. 그리고 오늘날, 베트남에서는, 2003년 베트남과 1974년, 종전 무렵, 미국의 기대 수명과 가족 수가 똑같습니다. 데이터를 보지 않는다면, 우리는 모두 아시아에서의 엄청난 변화를 과소평가한다고 생각합니다. 경제적인 변화를 보기 전에 일어난 사회적인 변화였습니다.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
52,52,"이제 세계 소득 분배를 보여줄 수 있는 다른 방법으로 옮겨가 보겠습니다. 이것은 사람들의 소득의 세계 분배입니다. 일당 1달러, 10달러, 또는 100달러입니다. 부자와 가난한 자 사이에 더 이상 격차가 없습니다. 그것은 신화입니다. 여기 조그만 언덕이 있네요. 하지만 끝까지 사람들이 있습니다.","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
53,53,"소득이 어디서 끝나는지 보면, 소득은-- 이것이 세계의 연간 소득 100%입니다. 가장 부유한 20퍼센트, 그들이 약 74퍼센트의 소득을 가집니다. 가장 가난한 20퍼센트, 그들이 약 2퍼센트의 소득을 가집니다. 이것은 개발도상국가라는 개념이 극히 의심스럽다는 것을 보여줍니다. 우리는 도움을 생각합니다. 여기 이 사람들이 여기 이 사람들에게 도움을 주고 있다고. 하지만, 중간에, 가장 많은 세계 인구가 있고, 이제 그들이 소득의 24퍼센트를 가집니다.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
54,54,우리는 이것을 다른 형태로 들어본 적이 있습니다. 이들이 누구입니까? 다른 나라들은 어디 있습니까? 아프리카를 보여드리지요. 이것이 아프리카입니다. 세계 인구의 10퍼센트. 대부분이 가난하지요. 이것이 OECD입니다. 부자 나라지요. 유엔의 컨트리 클럽입니다. 그리고 이들은 이쪽 여기에 있습니다. 아프리카와 OECD간에 꽤 겹칩니다.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
55,55,"이것은 라틴 아메리카입니다. 이 땅에 모든 것이 다 있지요. 가장 가난한 사람부터 가장 부유한 사람까지, 라틴 아메리카에 있습니다. 거기에다가, 동유럽, 동아시아가 있습니다. 남아시아입니다. 약 1970년으로 돌아가면, 어떻게 보일까요? 그 때는 언덕이 더 많이 있었네요. 절대 빈곤 속에 살았던 대부분이 아시아인들이었습니다. 세계의 문제는 아시아의 가난이었습니다.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
56,56,"지금 세계가 움직여 나가도록 하면, 인구가 증가하는 반면, 아시아에서 수천만명의 사람들이 가난에서 빠져나오고, 다른 사람들은 가난에 빠지고 있는 것을 볼 수 있습니다. 이것이 오늘날의 패턴입니다. 세계 은행 최고의 계획은 이것이 일어나는 것입니다. 그러면 우리는 분리된 세계에 살지 않을 것입니다. 대부분의 사람들이 가운데 있을 것입니다.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
57,57,"물론 여기 대수 계산자가 있습니다. 하지만, 우리의 경제라는 개념은 퍼센트로 성장하는 것입니다. 그것을 기대합니다. 백분위수의 증가 가능성이지요. 이것을 바꾼다면, 가족 소득 대신 1인당 국민 소득을 본다면, 이 개인 데이터를 총가정생산의 지역 데이터로 바꾸고, 여기 이 지역을 봅니다. 방울의 크기는 여전히 인구를 나타냅니다. 저기 OECD가 있습니다. 저기에는 사하라 이남 아프리카가 있습니다. 저기서 아랍 국가들이 상승합니다. 아프리카와 아시아에서요. 두 개를 떼어 놓습니다. 이 축을 확장할 수 있습니다. 여기에 새 차원을 더할 수 있습니다. 저기에 사회적 가치를 더합니다. 어린이 생존률. 이제 그 축에 돈을 더합니다. 저기에 어린이들이 생존할 가능성이 있습니다. 어떤 나라들에서는, 어린이의 99.7퍼센트가 다섯 살까지 밖에 살지 못합니다. 다른 나라들에서는 70세까지 삽니다. 여기에서 격차가 있는 것 같습니다. OECD, 라틴 아메리카, 동유럽, 동아시아, 아랍 국가들, 남아시아, 사하라 이남 아프리카 간에 격차가 있는 것 같습니다. 어린이 생존률과 돈 사이의 직선이 아주 강합니다.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
